database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C25H45O4N1			AC(18:2)	424.3417	[M+H]+															11.3681	3.48739	6.3851	6.44768	14.2526	8.49371	5.02408	3.90616	10.0027	11.6601	7.80484	8.28076	12.0575	14.7178	11.4439	15.2812	27.8961	22.8366	39.5483	44.3801	6.63283	47.2593	6.96743	6.27265	1.9207	14.6628	5.27142	4.8548	61.8619	6.3398	94.0268	39.5508
	C25H43O4N1			AC(18:3)	422.3261	[M+H]+															3.24712	1.0938	1.72636	0.650397	2.79254	1.74051	0.761312	1.29494	3.2683	2.47633	3.85628	2.16407	4.01519	2.59798	3.62878	5.20749	4.52362	5.50612	8.39636	7.31017	1.56746	7.92334	1.60793	2.07248	0.252698	2.41401	1.90237	0.837831	3.29013	2.22084	16.9184	4.42043
	C27H53O4N1			AC(20:0)	456.4044	[M+H]+															6.52051	2.70423	6.13867	7.05146	5.97096	6.21322	11.9387	3.45048	4.50798	5.59976	2.82687	4.53165	5.50653	5.26934	7.36011	6.1197	8.91898	10.1068	10.3741	5.61214	5.1152	5.58556	4.90973	1.95334	2.8958	3.98864	9.92669	6.97292	10.2722	4.96465	43.4955	12.8917
	C27H51O4N1			AC(20:1)	454.3888	[M+H]+															2.87671	1.5066	5.14351	2.93298	8.21442	4.86684	4.72653	2.5326	1.96553	3.29624	2.41697	2.69649	3.60497	4.64639	4.55898	4.56942	9.33737	6.28981	10.0415	7.5053	3.84531	9.00649	8.40255	1.72239	1.43047	2.86481	4.18561	4.48442	17.0691	5.32713	47.7838	8.94517
	C27H49O4N1			AC(20:2)	452.3733	[M+H]+															1.22316	1.11162	6.0714	0.992925	4.50452	1.6108	1.85117	2.20003	0.587686	1.36546	1.58086	1.6475	1.8439	2.21992	2.85253	3.15795	9.73758	3.83059	10.7998	8.5665	6.87332	26.4502	12.6534	1.74721	1.3919	4.05095	2.14627	4.12755	11.3922	4.24758	44.8607	4.79065
	C27H47O4N1			AC(20:3)	450.3577	[M+H]+															0.265534	0.196409	0.954687	0.317342	0.864066	0.255741	0.342105	0.223831	0.252618	0.458108	0.516042	0.314148	0.531526	0.370138	0.707469	0.523376	2.17298	0.821806	2.84785	1.90551	0.664225	6.11045	2.01931	0.314084	0.218257	0.980753	0.177894	0.668811	2.22256	0.164496	9.68685	0.981035
	C27H45O4N1			AC(20:4)	448.342	[M+H]+															2.71279	0.229947	1.63526	4.15093	3.13811	1.80166	2.39598	1.56226	3.92904	2.54345	2.52971	1.61881	2.68427	1.75055	4.10183	3.32243	5.46632	2.87049	4.81875	5.21102	0.400734	1.57692	0.654415	0.167235	0.0810481	0.753505	1.17368	0.260699	7.38204	1.27632	9.76136	1.80755
	C28H55O4N1			AC(21:0)	470.4204	[M+H]+															0.862842	0.236484	0.0889474	0.370533	0.234349	0.206206	0.232963	0.115584	1.2107	1.10744	0.272937	0.327781	0.335735	0.219461	0.489954	0.223657	0.398661	0.321608	1.18644	0.45942	0.134129	0.218279	0.378175	0.0481211	0.298035	0.241505	0.295097	0.342937	0.856428	0.261152	1.96088	1.01708
	C29H57O4N1			AC(22:0)	484.436	[M+H]+															3.79628	1.02592	1.29827	2.11371	1.77769	1.95762	2.07541	0.579509	3.9166	3.085	0.950288	1.55631	1.97336	1.09017	1.9742	1.55927	2.46439	2.03231	3.64999	1.53423	1.20487	1.16807	1.81041	0.662498	0.494396	1.55116	3.57812	2.418	3.18945	1.30566	5.76687	3.2178
	C29H55O4N1			AC(22:1)	482.4204	[M+H]+															5.75652	1.07605	4.79857	4.16427	4.90228	4.66704	8.88905	3.67154	2.78206	3.58364	3.51695	3.69917	5.85932	5.90596	7.65879	11.0141	9.03129	8.75021	7.57909	6.26054	4.99362	12.15	6.92462	1.98192	1.52285	1.77887	5.16007	3.2256	4.82951	4.98806	37.5717	11.2327
	C29H53O4N1			AC(22:2)	480.4047	[M+H]+															2.61378	0.910958	4.21422	1.99673	3.18582	2.43395	3.32745	1.69233	0.931195	1.89207	1.5992	1.38868	2.29343	2.31282	2.7714	4.4449	3.04455	4.11909	4.95993	3.62077	3.29088	11.2033	5.26221	1.49789	0.904728	1.57454	2.96379	2.27771	3.91023	3.07531	24.7171	4.6884
	C29H51O4N1			AC(22:3)	478.3891	[M+H]+															0.299184	0.184965	0.77761	0.41837	0.59199	0.431449	0.476054	0.476778	0.33324	0.201967	0.309265	0.165283	0.277657	0.195888	0.355638	0.459476	0.497721	0.440954	1.09949	0.89917	1.62951	4.16992	3.79939	0.499007	0.31531	0.536284	0.843229	0.917877	0.522382	0.902942	2.42669	0.405657
	C31H61O4N1			AC(24:0)	512.4672	[M+H]+															2.1265	1.39673	1.46432	0.713804	1.31824	1.21099	0.979056	0.289094	2.92573	2.3728	0.710933	0.830558	1.21085	0.713355	0.709594	0.530855	1.51516	1.40828	3.07831	1.18753	1.10062	1.80005	2.19911	0.74556	0.432937	1.5401	3.63491	2.23242	3.21744	0.823845	1.97961	1.57188
	C31H59O4N1			AC(24:1)	510.4517	[M+H]+															0.852421	0.396961	0.886088	0.81527	0.873467	0.727481	0.909689	0.179946	0.679455	0.85358	0.448082	0.541588	0.618762	0.365617	0.525676	1.0835	1.11398	1.20523	1.87425	0.833331	0.304351	1.15732	1.23495	0.32114	0.101412	0.584536	1.42006	0.744475	1.43882	0.641116	1.81019	1.23216
	C17H33O5N1			AC-OH(10:0)	332.2437	[M+H]+															0.832571	0.342235	1.23988	0.527116	1.05736	0.864416	0.73557	0.444796	0.962743	1.20033	0.9575	0.641858	1.18084	1.61067	0.812119	1.38197	1.05537	2.03885	2.90189	3.83394	1.19804	3.84501	1.81011	0.678099	0.883069	2.65841	1.10044	1.03117	2.46055	0.948484	6.28288	2.7443
	C19H37O5N1			AC-OH(12:0)	360.2743	[M+H]+															0.83083	0.370204	1.4651	0.21618	0.564008	0.636951	0.826299	0.409176	0.371206	0.909466	0.612427	0.357101	1.3597	1.64531	0.709116	1.49033	1.90859	1.73488	4.62181	4.07921	0.29688	3.78421	1.52448	0.512739	0.846928	3.17069	0.990526	0.809856	2.13248	0.809681	7.45053	3.20564
	C19H35O5N1			AC-OH(12:1)	358.2588	[M+H]+															0.188312	0.11259	1.02014	0.074331	0.36492	0.615969	0.62437	0.321491	0.154954	0.377691	0.247408	0.160539	0.13236	0.517983	0.423136	0.353183	1.03549	0.938957	1.54454	1.96455	0.561845	1.96516	1.36717	0.322822	0.203233	1.76118	0.504491	0.729004	0.897227	0.603667	3.9691	1.16459
	C21H41O5N1			AC-OH(14:0)	388.3053	[M+H]+															0.854195		2.70317	0.365841	1.27603	1.73562	0.540003	0.61474	0.615561	1.94792	1.91628	1.48083	2.25265	2.8758	1.68445	2.5543	6.1981	3.86459	7.03757	9.88046	1.84589	7.04633	2.69296	0.887816	1.1991	6.03165	1.46375	1.3341	3.45446	1.25506	22.8948	7.66434
	C21H39O5N1			AC-OH(14:1)	386.2897	[M+H]+															0.2524		0.268065		0.766169	1.15055	0.344993	0.373593	0.418304	0.713601	0.0812518	0.303994	0.702888	1.75486	0.730317	0.898588	1.57206	2.29846	2.72244	4.18525	0.29261	2.43736			0.0632982	1.07504	0.605809		1.52719	0.598594	5.33798	3.82992
	C23H45O5N1			AC-OH(16:0)	416.3373	[M+H]+															3.79305	2.71452	5.67015	1.50516	6.2901	4.44321	3.48709	3.07781	2.83311	4.51356	4.06077	3.74463	4.75573	6.5683	4.37469	7.4796	13.7321	9.73725	20.3474	20.0274	3.95332	18.8963	10.3293	3.21615	1.82874	10.5739	5.04434	4.25877	7.74211	6.74227	88.2135	15.4633
	C23H43O5N1			AC-OH(16:1)	414.3216	[M+H]+															2.36557	0.705291	1.42529	0.731304	4.23317	3.05602	2.42203	1.11554	1.472	2.87736	3.23098	2.10908	3.52204	4.67051	2.73848	5.0189	5.54648	6.89932	8.5231	13.8756	1.39381	8.78438	2.23775	1.41362	0.902687	6.46274	1.58843	0.962477	6.20342	2.06473	29.9344	16.7571
	C23H41O5N1			AC-OH(16:2)	412.3059	[M+H]+															0.280625	0.112809	0.495559	0.315582	0.84679	0.952567	0.545993	0.141466	0.235831	0.693759	0.345163	0.650934	0.850514	1.6093	0.370999	0.712035	1.4173	1.47665	3.94299	3.21123	0.288455	3.29462	1.32193	0.507712	0.148877	0.996995	0.141453	0.458466	2.35138	0.492192	5.06314	2.23144
	C24H47O5N1			AC-OH(17:0)	430.3534	[M+H]+															0.116426	0.191228	0.136363	0.0730619	0.0926233	0.106534	0.0365153	0.0913636	0.134299	0.15872	0.126588	0.0830953	0.10654	0.148137	0.0263011	0.176214	0.282732	0.222169	0.497255	0.312588	0.234905	0.466629	0.382993	0.296454	0.0747351	0.151391	0.14429	0.0925559	0.262674	0.0982086	0.993873	0.0833018
	C24H45O5N1			AC-OH(17:1)	428.3378	[M+H]+															0.260566	0.0781601	0.0446563	0.0144455	0.0978474	0.0436517	0.0887016	0.0787241	0.127554	0.120232	0.168813	0.12281	0.179773	0.0867939	0.0944905	0.254956	0.210663	0.39235	0.326692	0.333354	0.11632	0.349684	0.174744	0.254121	0.0112295	0.171704	0.0505647		0.178747	0.0497237	0.814616	0.328584
	C25H49O5N1			AC-OH(18:0)	444.3689	[M+H]+															1.39942	4.74836	7.68171	0.866112	4.72038	2.81773	3.68527	1.73309	1.22518	1.60635	1.52121	1.42671	2.57497	3.95593	2.69672	4.06531	10.7132	3.18958	16.4936	8.75851	4.42196	14.0304	15.3953	2.10919	1.54816	4.44118	16.7899	7.68354	16.1083	5.12858	43.5326	3.81633
	C25H47O5N1			AC-OH(18:1)	442.3532	[M+H]+															9.42242	1.19139	6.2201	2.06097	9.73333	8.20299	4.93186	2.69379	5.95548	9.2026	10.1907	6.15013	13.1043	15.6536	10.0492	22.1055	15.2218	23.5376	38.1197	48.305	4.5086	47.8246	7.09539	4.50211	1.40351	14.7132	3.9873	2.60105	12.9325	6.43302	118.129	48.0407
	C25H45O5N1			AC-OH(18:2)	440.3377	[M+H]+															7.04639	1.52214	3.26678	1.80711	4.97161	3.73048	1.8353	2.06231	5.73492	4.78547	7.04382	3.94108	7.22609	6.13511	7.11176	11.5701	8.13863	9.63195	14.3276	12.2041	2.23446	10.9791	4.4061	2.19197	0.91128	3.99604	3.49756	1.74062	8.50824	4.75049	29.2581	7.79761
	C27H53O5N1			AC-OH(20:0)	472.3996	[M+H]+															1.51999	1.48484	5.04155	1.0822	1.78891	1.22184	1.51045	2.25767	1.02117	1.70436	1.09615	1.39226	1.94494	1.62989	2.95112	3.17047	4.18793	1.69899	3.81339	3.48829	4.67581	10.5456	10.6005	2.21163	0.818974	1.91495	5.48407	3.41266	2.02033	3.60678	21.3712	2.92783
	C27H51O5N1			AC-OH(20:1)	470.3838	[M+H]+															1.32894	0.99105	7.62575	0.595878	2.45384	1.3751	1.52302	2.94564	0.509277	1.12691	1.76523	1.2574	2.53761	3.05373	3.88973	5.34993	13.002	3.73412	12.8118	10.9095	6.10957	35.556	14.5411	1.96755	1.43648	4.21765	2.86595	2.89803	2.41224	6.02592	75.1711	5.54919
	C27H49O5N1			AC-OH(20:2)	468.3683	[M+H]+															0.0731018	0.0239133	0.993882	0.0649664	1.06541	0.506027	0.477511	0.187455		0.0455646	0.165878	0.139237	0.361544	0.141504	0.0870818	0.616918	1.3566	0.974462	2.80504	1.79481	0.672824	5.26812	1.59239		0.0766194	0.697465	0.389166	0.0934634	1.3019	0.675976	11.6827	0.61321
	C29H55O5N1			AC-OH(22:1)	498.4148	[M+H]+															1.34648	0.530435	1.77545	0.70637	0.687972	0.700123	1.16053	1.06111	0.594785	0.727079	0.688656	0.369567	1.05772	1.07937	1.13657	2.32655	1.62422	0.925265	1.72373	1.90379	2.87617	9.47812	6.89993	0.685611	0.39827	0.42548	1.71773	1.79996	0.934371	2.11323	7.43218	1.60304
	C37H75O6P1N2			SM(d32:1)	675.5432	[M+H]+															4.96034	3.37572	2.59864	5.56024	4.06663	3.81954	4.10813	2.75434	4.50581	3.5792	5.83122	3.41934	4.43734	3.80548	5.0043	4.04471	4.99423	4.11704	5.6371	4.61487	3.28961	2.72591	3.90485	3.12359	1.65531	2.82978	3.98284	4.20519	6.50246	3.71835	4.06728	2.89552
	C38H77O6P1N2			SM(d33:1)	689.5592	[M+H]+															14.8583	8.48872	6.58273	10.6077	9.13679	10.158	9.04634	6.24377	10.99	9.95223	11.9921	9.95615	10.8391	8.5876	10.3681	8.97537	11.0444	11.1857	15.9016	10.5259	7.67543	8.76811	9.57498	7.07981	3.38784	6.94139	8.94295	10.1164	15.1447	9.32433	9.15025	6.40857
	C39H81O6P1N2			SM(d34:0)	705.5899	[M+H]+															49.9807	35.5405	30.6501	44.3025	37.5123	37.087	36.8855	27.2756	38.7639	38.7932	42.3736	37.6925	36.8042	35.6733	41.9136	34.0691	46.0572	39.8213	54.9885	41.7444	30.3774	30.0659	36.1454	30.5923	21.023	32.7963	44.8721	45.123	52.3704	31.9254	37.7233	27.1472
	C39H79O6P1N2			SM(d34:1)	703.5748	[M+H]+															884.685	609.788	471.895	819.188	634.865	625.432	615.441	458.53	717.349	652.486	809.006	621.577	701.885	618.854	709.728	635.213	744.191	715.193	975.065	713.575	532.071	527.983	664.275	574.453	305.568	468.59	723.472	661.01	952.871	566.324	708.82	459.506
	C39H77O6P1N2			SM(d34:2)	701.5594	[M+H]+															25.5055	12.484	10.615	16.0347	17.7005	19.4486	17.5469	12.4226	19.8562	18.9161	23.5429	18.1288	22.1708	19.8837	21.7642	19.396	21.7524	19.8293	27.3195	22.8898	12.0525	13.5398	15.0273	11.4984	4.8599	7.17876	15.9971	11.9066	19.9368	16.2456	17.1163	12.8735
	C40H83O6P1N2			SM(d35:0)	719.6058	[M+H]+															0.714932	0.391788	0.212725	0.246268	0.314161	0.225905	0.330422	0.20329	0.312244	0.414471	0.357459	0.277891	0.329629	0.149165	0.270243	0.288173	0.39319	0.236922	0.589106	0.373281	0.321981	0.337632	0.461507	0.268105	0.233091	0.274463	0.288327	0.637254	0.66979	0.448015	0.0676108	0.154173
	C40H81O6P1N2			SM(d35:1)	717.5903	[M+H]+															13.5577	9.42957	7.20817	10.7641	10.2995	9.94791	8.5629	6.33769	8.96843	9.35231	11.2649	8.89909	10.2281	8.40757	9.32785	8.55037	11.1476	11.661	14.9894	9.49848	8.58578	10.26	10.906	8.90893	4.52355	7.20435	9.56253	10.8421	15.2835	8.77626	9.79282	6.13755
	C40H79O6P1N2			SM(d35:2)	715.5746	[M+H]+															0.272691	0.22522	0.219289	0.18277	0.207902	0.145992	0.216958	0.0903367	0.207853	0.163909	0.241532	0.178074	0.341333	0.280456	0.189314	0.142653	0.218972	0.249088	0.425073	0.199843	0.173467	0.222737	0.222366	0.160117	0.0697291	0.0516747	0.18402	0.219243	0.324816	0.138871	0.247041	0.0773061
	C41H85O6P1N2			SM(d36:0)	733.6214	[M+H]+															9.69812	14.689	16.101	10.2297	14.9142	13.3319	14.2966	5.66853	8.50015	8.75227	8.89806	7.34382	7.81809	9.43754	9.33233	7.38524	21.8211	8.183	23.718	8.4158	7.07901	7.1674	21.7639	6.66691	7.68089	6.4316	23.8735	21.4943	27.9045	7.77124	8.95899	6.14116
	C41H83O6P1N2			SM(d36:1)	731.6059	[M+H]+															249.824	239.738	210.277	252.961	313.064	288.532	272.31	149.308	218.302	199.028	240.734	176.574	216.191	211.265	232.264	198.398	336.718	228.391	361.037	226.645	185.947	182.357	298.741	192.86	132.709	143.949	335.532	275.705	381.338	185.705	238.096	151.514
	C41H81O6P1N2			SM(d36:2)	729.5904	[M+H]+															14.4389	11.0994	10.075	11.6617	15.4312	15.2596	15.2572	9.04245	12.8298	12.2252	14.5341	10.3957	14.3004	14.9215	15.2206	11.5081	18.3001	12.8177	19.8535	14.2896	9.61966	9.52122	13.4643	9.5892	5.26813	5.77738	15.348	11.5787	16.5457	10.9695	12.6067	9.17215
	C41H79O6P1N2			SM(d36:3)	727.5737	[M+H]+															2.03072	1.23866	0.963073	2.3745	1.14477	1.30893	1.1805	0.917169	1.72596	1.82579	1.69918	1.53735	1.60964	1.36274	1.53664	1.00832	1.73031	1.26737	1.82736	1.91137	1.05846	0.580011	1.01329	0.939935	0.808437	1.0931	1.21598	1.15667	1.80626	0.721836	1.24429	1.05352
	C42H87O6P1N2			SM(d37:0)	747.6374	[M+H]+															0.80839	0.627592	0.479687	0.464935	0.627254	0.411434	0.39874	0.262629	0.412123	0.627117	0.456932	0.516762	0.514713	0.478768	0.409116	0.502773	0.777719	0.483821	0.966406	0.642808	0.456377	0.45559	0.665388	0.470731	0.213125	0.557745	0.745448	0.803623	0.982413	0.507502	0.518813	0.298584
	C42H85O6P1N2			SM(d37:1)	745.6216	[M+H]+															22.5568	15.7892	11.7399	15.8131	16.8705	14.8458	12.7632	9.24884	14.4101	13.7029	17.9281	12.9697	16.3472	15.2314	14.6706	12.8255	17.2196	18.6177	23.6181	15.1576	14.7794	15.9844	17.4857	14.0153	7.22323	11.7872	13.8464	15.8956	22.7446	14.5291	15.8206	10.025
	C42H83O6P1N2			SM(d37:2)	743.6061	[M+H]+															1.25678	0.831894	0.614074	0.576332	0.947252	0.781569	0.671114	0.590511	0.981649	0.914157	0.880257	0.78263	1.13774	1.15079	0.833702	0.790131	0.866576	1.06141	1.19935	1.07188	0.765048	0.971595	0.926236	0.814028	0.323312	0.513652	0.689436	0.722293	1.23466	0.932126	0.873458	0.496364
	C43H89O6P1N2			SM(d38:0)	761.6532	[M+H]+															6.8552	9.23354	9.49943	5.23467	9.6086	7.55529	8.60395	3.35242	5.26055	5.11504	5.03399	4.82539	4.82155	5.16025	5.40335	3.99724	12.8834	5.11233	14.9139	5.01641	4.1565	4.24048	13.9985	4.28311	4.53527	3.8755	16.1039	13.1527	17.0986	4.57159	5.10093	3.55245
	C43H87O6P1N2			SM(d38:1)	759.6373	[M+H]+															220.264	190.518	150.361	185.507	182.26	158.383	165.839	123.239	176.169	169.554	191.548	147.014	189.811	160.107	189.825	156.664	219.036	191.134	266.209	186.723	161.931	156.035	207.56	163.237	89.7153	120.4	219.453	179.883	220.169	145.04	200.565	125.439
	C43H85O6P1N2			SM(d38:2)	757.6218	[M+H]+															13.4974	10.1674	9.10754	9.04641	11.2499	11.5694	12.216	8.64474	11.7459	11.1173	13.1077	9.95411	13.9994	14.5578	14.051	10.9516	14.8656	12.7097	16.5678	13.8847	10.4021	9.17145	12.1672	9.7932	3.93016	5.32039	12.5553	8.41055	12.043	11.2272	13.1359	8.3332
	C44H91O6P1N2			SM(d39:0)	775.6691	[M+H]+															1.73632	1.02101	0.794298	1.3022	0.939921	0.88341	1.00812	0.652433	1.22955	0.974945	0.946159	0.99737	0.803263	0.783953	0.888088	0.630863	1.14464	1.06391	1.71991	0.741114	0.747089	0.81394	1.20545	0.856208	0.559296	0.760068	1.28261	1.21438	1.34597	0.717414	0.981136	0.628313
	C44H89O6P1N2			SM(d39:1)	773.6529	[M+H]+															78.8609	50.8916	34.1668	58.347	41.8472	41.4726	43.6752	35.6334	53.0328	52.8082	55.226	44.4105	53.3223	38.2722	52.1852	39.2224	52.6859	54.0494	65.4782	51.276	47.3595	48.4598	45.9597	46.676	26.2898	38.6161	44.9424	44.4393	50.8229	42.4954	53.7109	36.4649
	C44H87O6P1N2			SM(d39:2)	771.6374	[M+H]+															4.00552	2.59824	2.10556	2.49367	2.34218	2.91151	2.9355	2.33769	2.7383	2.88519	3.77545	2.6474	3.23196	3.11347	3.30392	2.18597	3.38468	3.07382	3.57616	3.32614	2.51797	2.2654	2.37075	2.3719	1.16774	1.56673	2.1244	1.98311	2.58526	2.86435	2.78546	2.28874
	C45H93O6P1N2			SM(d40:0)	789.685	[M+H]+															22.6574	26.2526	23.8752	23.0453	25.633	22.569	25.8008	10.1415	20.8245	17.3051	16.4708	15.6333	15.1464	13.7394	17.8032	12.6851	36.3063	14.7178	47.5451	15.8781	12.9633	11.8326	36.0644	12.6682	12.0477	12.4976	49.0062	34.7213	45.5469	13.3067	16.4676	10.978
	C45H91O6P1N2			SM(d40:1)	787.6686	[M+H]+															887.165	699.517	493.213	814.68	612.113	593.423	607.453	475.325	749.828	728.755	709.712	601.378	760.852	557.457	764.668	581.067	761.923	709.159	922.56	692.63	630.941	570.946	656.409	600.904	373.801	518.734	789.205	633.375	662.529	540.67	777.733	510.825
	C45H89O6P1N2			SM(d40:2)	785.653	[M+H]+															63.2258	45.3514	41.8024	47.624	52.4842	60.4618	67.5862	47.3757	56.9354	53.2146	65.7455	44.8797	62.316	63.1976	70.8007	48.3494	68.7446	52.6714	69.2226	69.2856	46.5176	40.5336	50.8573	44.1746	25.1332	29.1233	54.5484	45.6759	57.4503	49.4688	51.8746	43.9976
	C45H87O6P1N2			SM(d40:3)	783.6375	[M+H]+															8.14868	5.20684	4.4201	7.62848	6.60469	6.18868	6.20116	5.62373	6.80685	6.39114	10.3424	5.82663	7.81779	6.34169	9.01523	7.14602	7.45544	7.29779	9.19974	9.00812	5.27848	5.41164	5.73049	5.67515	2.85816	4.18942	5.26708	5.74028	7.44723	5.2833	6.37743	5.54878
	C46H95O6P1N2			SM(d41:0)	803.7009	[M+H]+															14.4518	9.52053	6.88471	13.8778	8.38257	8.13818	8.98242	6.02111	12.1759	9.91986	9.51816	8.67716	8.38379	5.81365	9.69728	6.00043	11.863	8.69894	16.3366	8.47051	6.8261	6.61283	9.30153	6.23562	4.46167	6.96406	13.8283	9.28821	11.3113	5.64608	8.7219	6.12528
	C46H93O6P1N2			SM(d41:1)	801.6842	[M+H]+															605.73	440.194	285.4	569.612	348.198	346.899	362.198	299.954	472.603	461.577	464.665	371.157	474.14	323.037	490.615	340.458	451.059	460.351	560.626	433.84	398.519	378.859	392.753	383.747	245.358	366.612	413.648	387.704	409.726	314.193	469.319	317.515
	C46H91O6P1N2			SM(d41:2)	799.6686	[M+H]+															45.1855	30.2248	26.2709	36.5691	30.1814	38.8058	45.0437	32.1338	35.2499	34.3267	43.3764	30.0053	40.4853	39.6502	45.9984	29.3624	42.7982	33.8529	42.6413	42.7008	31.9563	28.4363	31.3814	29.3565	18.1023	22.484	28.8607	33.0915	39.9351	33.9644	33.2891	28.8901
	C46H89O6P1N2			SM(d41:3)	797.6534	[M+H]+															1.27975	1.17928	1.05535	1.34194	1.54961	1.41995	1.2799	1.13564	1.15114	1.26996	1.60316	1.12362	1.451	1.42741	1.45827	1.2773	1.4722	1.34191	1.68046	1.65314	1.13456	1.14797	1.23307	1.33565	0.608198	0.810224	0.900281	1.15771	1.67398	0.960123	0.913391	1.11946
	C47H97O6P1N2			SM(d42:0)	817.7163	[M+H]+															12.0514	19.2532	18.2155	10.1703	18.9562	15.8162	20.1178	4.85886	9.99527	8.42837	8.464	8.28865	7.58622	7.52291	9.188	6.08928	28.1239	7.91679	38.7667	8.13399	5.99157	5.91159	28.29	6.11466	7.1169	5.52425	38.97	25.9398	39.1039	6.59966	7.63033	4.91212
	C47H95O6P1N2			SM(d42:1)	815.6989	[M+H]+															633.283	536.928	401.601	553.731	496.248	434.008	460.934	321.946	521.915	489.223	534.662	416.619	530.073	388.988	556.018	417.745	629.829	527.274	772.146	506.887	432.118	416.307	571.39	427.188	253.892	341.261	639.657	485.979	598.544	355.412	524.455	348.695
	C47H93O6P1N2			SM(d42:2)	813.684	[M+H]+															648.885	538.492	488.888	611.35	619.868	532.188	521.643	384.782	522.06	487.784	700.347	454.777	621.892	543.918	624.191	528.06	738.074	634.052	858.988	656.104	430.06	464.496	659.107	476.1	276.868	309.543	623.183	535.003	753.783	482.682	540.862	431.414
	C47H91O6P1N2			SM(d42:3)	811.6685	[M+H]+															117.279	100.713	93.3708	108.137	130.321	111.19	105.609	81.9169	96.9448	90.8142	148.454	93.5572	116.695	107.138	128.425	109.978	140.876	114.433	159.459	137.267	87.621	91.7249	125.587	97.7118	52.7178	63.2766	112.282	105.801	154.517	92.4562	97.0988	84.2981
	C47H89O6P1N2			SM(d42:4)	809.6529	[M+H]+															2.88507	1.89373	1.44122	1.44241	3.38848	2.44334	3.39214	1.79057	3.53562	2.20525	5.88354	2.09208	2.30285	1.83513	3.71254	2.4352	2.35906	2.88048	2.45174	4.08104	3.32222	2.42283	3.53488	1.83649	1.02143	0.943758	3.29735	2.0698	2.81858	1.50798	1.49107	2.06593
	C48H99O6P1N2			SM(d43:0)	831.7325	[M+H]+															0.419707	0.511344	0.408695	0.464663	0.390657	0.364883	0.524135	0.214668	0.377278	0.32763	0.42776	0.29853	0.328548	0.240744	0.367807	0.172348	0.788089	0.292311	0.989662	0.274583	0.332896	0.250362	0.674942	0.205586	0.208888	0.261148	0.758047	0.672469	0.953757	0.191037	0.140815	0.100109
	C48H97O6P1N2			SM(d43:1)	829.7153	[M+H]+															29.7111	22.543	14.2508	24.9125	18.5512	16.9276	18.0667	13.8222	22.0207	21.3362	23.9692	18.1672	22.1533	15.1827	24.1908	17.5779	24.3044	23.1139	29.7614	21.919	18.9539	20.618	21.1098	17.953	9.86439	16.8262	20.5871	19.5573	21.4672	13.8375	21.9405	13.93
	C48H95O6P1N2			SM(d43:2)	827.6997	[M+H]+															15.3832	11.5557	9.14498	13.0599	10.9107	9.39352	9.553	7.14922	11.0804	10.3044	12.7524	8.93014	12.1867	10.0631	12.2663	9.52058	13.4809	12.052	16.719	11.5402	9.42137	10.5572	12.2681	9.12448	5.85089	7.84485	11.3499	10.9827	14.7497	8.68279	11.2679	7.54705
	C48H93O6P1N2			SM(d43:3)	825.6836	[M+H]+															1.31801	1.53036	1.41242	1.29593	1.61308	1.10936	1.41939	0.834301	1.36281	0.962694	1.62673	0.874462	1.43114	1.2633	1.56465	1.10635	1.90287	1.30381	2.30329	1.37909	0.723147	0.92306	1.48648	1.08675	0.597019	0.611655	1.58858	1.38178	2.17401	0.972241	0.883734	0.77182
	C49H99O6P1N2			SM(d44:1)	843.7315	[M+H]+															5.20878	4.58052	3.55631	4.29797	4.79334	3.57335	4.19159	2.75833	3.96259	3.4766	4.4788	3.29179	4.16226	2.87967	4.61381	3.32671	6.01931	4.19926	7.3154	4.18367	3.68889	3.5138	5.22321	3.3172	1.86677	2.86033	5.68082	5.04627	5.91429	2.81857	3.70107	2.65069
	C49H97O6P1N2			SM(d44:2)	841.716	[M+H]+															4.02222	5.08316	4.44239	3.14413	5.18803	4.07162	4.596	2.21415	3.19115	2.45724	4.28994	2.45019	3.33779	3.0205	3.48327	2.97597	6.41157	3.57999	7.83428	3.72396	2.78809	3.17872	7.01156	2.96257	2.07664	2.01919	6.78379	5.20109	7.75572	2.77987	3.17846	2.23963
