database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C37H74O7P1N1			PE(O-32:1)	674.5139	[M-H]-															25.011	22.7245	14.8165	18.6096	19.6327	14.0655	11.6664	9.54324	16.6576	15.0156	18.4698	15.3955	18.5991	14.1269	14.8279	18.993	14.6257	17.69	21.4485	19.8333	18.0214	12.6161	24.5424	22.3387	7.86601	16.9215	24.5648	18.972	15.9971	14.8626	19.7136	12.754
	C37H72O7P1N1			PE(O-32:2)	672.4986	[M-H]-															39.0475	32.5709	29.0127	36.9169	33.4995	38.1733	69.0959	47.6622	29.3997	24.2861	52.5923	28.4896	28.0278	24.614	54.8371	31.6569	52.6881	27.9205	24.9174	46.3243	35.1355	16.0929	34.4014	34.3837	17.9605	32.1576	35.716	36.0932	29.9232	31.0599	34.0176	31.3951
	C37H70O7P1N1			PE(O-32:3)	670.483	[M-H]-															1.29493	0.739476	1.06982	1.77309	0.906932	0.977269	1.51881	1.05102	0.710852	0.527453	2.4189	0.833461	0.741609	0.525273	1.63617	0.93206	1.63834	0.722741	0.655063	1.43556	0.799765	0.245824	0.801591	0.9704	0.509953	0.934706	1.01908	0.867371	1.03343	0.673271	1.00186	0.759902
	C38H74O7P1N1			PE(O-33:2)	686.5138	[M-H]-															1.784	1.54052	1.36063	1.39371	1.59048	1.30156	2.09823	1.41242	1.00428	1.01753	1.75539	0.978313	1.30939	0.990999	1.40036	1.04395	1.77387	0.833037	1.48769	1.59656	1.36066	0.655969	1.37395	1.60832	0.608357	1.46618	1.85498	2.18564	2.13209	1.26433	1.50779	1.04961
	C38H72O7P1N1			PE(O-33:3)	684.4983	[M-H]-															1.27228	0.502258	0.632977	1.1391	0.583768	0.759386	1.07789	0.816896	0.90463	0.440921	1.34345	0.700924	0.751844	0.655025	1.25811	0.803921	1.08323	0.590972	0.784992	1.21552	0.64609	0.43324	0.822052	0.454258	0.22993	0.588166	0.457712	0.840731	0.471712	0.518318	0.905282	0.680911
	C39H78O7P1N1			PE(O-34:1)	702.5453	[M-H]-															11.7345	13.6289	9.93902	8.80061	11.6127	7.76208	6.18411	4.11501	7.59227	6.29042	8.20084	6.73418	8.7835	7.82307	6.23136	8.21494	9.7361	10.2452	15.6728	5.36156	8.50743	7.54746	16.0594	10.8347	4.46313	6.71067	18.0017	12.2328	14.8348	8.61416	9.54056	5.74557
	C39H76O7P1N1			PE(O-34:2)	700.5295	[M-H]-															89.2919	121.751	107.149	71.2997	112.739	93.6503	116.603	65.3306	63.0573	54.4949	83.9392	63.1108	62.4029	67.1459	77.0428	62.223	144.068	61.9476	150.301	77.456	66.9504	44.4365	154.605	72.4493	46.596	61.8995	193.62	130.272	182.074	75.8427	80.1617	58.0997
	C39H74O7P1N1			PE(O-34:3)	698.5138	[M-H]-															255.331	179.519	137.48	182.427	153.225	168.05	210.213	155.134	179.675	152.756	234.573	150.229	168.647	116.856	228.33	171.5	213.374	154.912	181.526	213.792	160.23	95.5797	143.759	151.198	76.303	159.844	190.202	158.349	133.281	134.857	202.217	140.231
	C39H72O7P1N1			PE(O-34:4)	696.4982	[M-H]-															7.16581	4.97409	4.32904	5.95267	4.66174	5.69857	9.08529	5.92876	5.70722	4.56598	7.07162	4.47632	4.74799	2.84826	7.6904	4.27456	7.66858	3.28829	4.75425	7.02112	3.93237	1.6053	4.06081	4.04611	2.68166	4.8508	6.66187	4.7634	4.94271	4.20347	6.52384	4.34778
	C39H70O7P1N1			PE(O-34:5)	694.4826	[M-H]-															1.86211	1.16245	0.942887	2.15967	0.842499	0.888939	1.41356	0.82085	1.00923	0.639913	2.92742	0.7162	1.03398	0.571567	2.10096	1.60254	1.11691	0.852641	1.05642	2.05282	1.36244	0.277434	0.938659	0.970439	0.247885	0.500508	0.536965	0.58888	0.36185	0.238104	1.29583	0.764987
	C40H76O7P1N1			PE(O-35:3)	712.5294	[M-H]-															4.75328	3.25245	3.59193	2.22256	3.85812	3.44916	2.24291	2.40745	2.40734	2.09517	3.71893	2.7222	2.97497	2.61343	3.12253	2.76159	5.16379	3.50141	4.9271	2.94407	2.28123	1.9815	4.33519	2.77772	1.2679	2.84614	4.79488	3.778	4.06306	1.92961	2.93688	2.69797
	C40H72O7P1N1			PE(O-35:5)	708.4981	[M-H]-															2.74747	1.2374	0.9787	2.1698	1.67658	1.08957	1.33118	1.35245	1.33317	0.947954	3.63292	1.01933	1.89462	0.897486	2.43892	1.77845	1.67761	1.95276	1.62226	2.30298	1.05693	0.779761	0.563266	1.30689	0.35424	1.40644	1.35779	0.486949	0.657927	1.01453	1.49244	1.16257
	C41H82O7P1N1			PE(O-36:1)	730.5766	[M-H]-															3.88432	3.56343	3.09927	2.46018	2.87552	2.52928	2.0601	1.92352	2.31857	2.74103	1.95024	2.51962	3.0878	2.44613	1.57753	2.30366	1.76952	2.91008	3.95106	2.08687	2.63715	3.00086	4.19559	3.25668	1.47442	2.29052	4.92198	3.75127	3.07927	2.73203	2.87282	1.848
	C41H80O7P1N1			PE(O-36:2)	728.5609	[M-H]-															35.9814	103.946	102.721	27.1095	95.4166	67.2954	64.9257	21.3831	23.1582	22.1394	28.9224	23.99	27.2135	46.8483	22.8039	27.2527	123.195	30.2792	156.124	26.1537	25.7187	24.321	177.21	30.7834	31.1393	24.3212	231.392	128.799	213.91	44.2962	34.1863	21.3536
	C41H78O7P1N1			PE(O-36:3)	726.5452	[M-H]-															129.2	174.183	163.799	81.4543	167.754	137.405	144.05	65.2818	82.6132	79.8495	103.376	79.0283	87.9763	93.224	77.4512	85.9614	217.501	88.5616	248.05	94.9681	87.0673	65.4914	249.638	85.8911	60.4782	85.1343	336.432	199.39	260.757	98.3695	103.004	67.1038
	C41H76O7P1N1			PE(O-36:4)	724.5296	[M-H]-															74.7105	62.1124	49.2189	54.4401	56.5958	53.6016	69.5497	52.654	53.048	46.4589	72.3036	42.9741	50.1747	38.7859	66.2808	48.9463	77.7622	48.2492	69.1639	69.9411	50.5578	34.7645	57.41	46.5911	25.0296	45.8393	77.5915	55.0825	58.1149	42.141	63.0596	41.3207
	C41H74O7P1N1			PE(O-36:5)	722.5139	[M-H]-															598.516	433.202	297.403	496.563	359.77	334.055	415.541	302.23	449.547	354.374	621.959	312.292	458.301	254.939	539.556	452.435	456.009	418.491	501.669	591.41	411.063	265.135	343.686	341.654	157.678	303.478	390.235	287.236	325.5	250.572	465.255	303.494
	C41H72O7P1N1			PE(O-36:6)	720.4983	[M-H]-															24.8537	14.5936	9.90856	11.6788	13.3047	14.2594	23.168	15.434	19.2567	14.4118	24.3432	11.8877	14.5209	7.85987	25.4724	16.0605	18.8709	13.1521	15.1747	23.5206	12.5498	5.71975	9.79856	10.001	3.46813	6.82154	15.4473	5.54198	7.26841	7.4634	18.9208	12.6285
	C42H76O7P1N1			PE(O-37:5)	736.5297	[M-H]-															15.8119	9.6777	8.41016	11.0204	8.60762	7.8391	9.15939	7.4307	10.0907	9.21196	13.6275	7.38075	9.49107	6.49162	11.7062	9.95059	10.9466	9.74862	12.6071	11.964	9.82634	5.99299	9.1497	8.21056	3.61045	7.73241	9.49429	8.45738	11.788	6.55996	9.85154	6.33636
	C43H84O7P1N1			PE(O-38:2)	756.592	[M-H]-															6.93136	9.62144	7.75208	5.3605	7.63479	6.13576	4.75717	4.27339	4.63337	4.95677	3.66106	5.54192	5.14545	6.35092	4.40295	5.52272	9.3814	6.20974	10.1837	5.08938	5.79989	5.35953	9.45556	6.55794	3.57033	5.86266	15.0993	10.3149	9.97319	6.29489	6.78763	3.85306
	C43H82O7P1N1			PE(O-38:3)	754.5762	[M-H]-															19.633	17.9806	13.9153	11.9924	14.6651	14.3556	13.0742	12.4694	11.8731	12.8115	15.0807	13.74	14.2229	12.9361	12.7763	13.0165	17.7664	13.7253	18.4081	13.8899	15.3131	12.5556	17.7799	15.1684	7.37311	14.5794	21.384	18.1576	15.4197	14.4258	16.4794	11.274
	C43H80O7P1N1			PE(O-38:4)	752.5606	[M-H]-															29.5624	25.1266	18.9733	24.1026	21.0216	20.0968	21.6546	18.7626	19.4919	18.9393	22.4473	16.4358	19.6297	15.7611	21.8171	18.9216	25.3291	18.8521	25.8226	21.5748	21.9494	14.7125	20.0387	20.2256	10.951	17.9705	28.9666	21.8047	22.2463	15.7113	23.8855	15.5159
	C43H78O7P1N1			PE(O-38:5)	750.5448	[M-H]-															385.324	290.54	200.662	288.984	243.326	234.903	278.693	190.537	274.606	217.451	334.665	198.618	268.287	171.835	292.511	250.657	296.792	244.667	351.755	315.54	245.884	154.289	46.92	208.46	108.516	197.357	327.085	231.345	278.79	162.066	284.813	173.513
	C43H76O7P1N1			PE(O-38:6)	748.5291	[M-H]-															250.739	165.159	117.932	195.043	164.151	158.685	236.791	150.738	194.501	139.551	294.284	123.959	172.931	91.2793	245.233	175.048	206.767	156.704	212.979	270.743	155.683	90.1624	133.286	124.969	58.9123	110.291	168.807	109.223	143.862	90.5636	188.43	117.332
	C43H74O7P1N1			PE(O-38:7)	746.514	[M-H]-															517.186	346.745	211.387	446.765	318.845	325.139	411.459	288.44	437.186	320.129	630.906	280.903	401.204	182.986	507.132	379.347	350.256	344.385	462.8	520.448	284.435	168.656	243.386	254.239	120.738	237.133	306.383	211.47	245.297	176.487	360.164	252.508
	C43H72O7P1N1			PE(O-38:8)	744.4982	[M-H]-															4.32321	2.03128	1.89694	3.36478	1.67677	2.33224	4.62483	3.00706	3.63903	2.45381	7.19233	1.67946	3.18876	0.715616	6.47226	2.62707	2.30005	2.25788	3.38247	5.5598	1.81915	0.655133	0.888747	1.63126	0.369077	1.18022	1.41444	0.675158	0.849042	0.838638	2.41672	1.99324
	C44H76O7P1N1			PE(O-39:7)	760.5296	[M-H]-															11.6172	6.9925	3.8033	7.84835	6.88032	7.32613	8.59136	5.25179	8.80189	6.20055	12.3092	5.69634	7.77832	2.94192	9.3755	6.11547	7.14913	6.34358	9.3794	9.71097	5.11453	2.7222	5.07752	4.49172	2.22763	4.96382	6.15587	4.67644	6.60354	2.97638	5.70374	4.33374
	C45H86O7P1N1			PE(O-40:3)	782.6079	[M-H]-															0.82586	1.73519	1.6359	1.44813	1.14057	1.29377	1.39962	0.77985	0.305912	1.31146	0.774459	0.752675	0.831533	1.23203	0.603592	0.755246	1.7974	1.10963	1.84928	0.803389	1.10706	0.572641	2.12509	1.00105	0.549175	0.599666	3.72589	2.42698	2.54592	1.04354	1.09759	0.407405
	C45H84O7P1N1			PE(O-40:4)	780.592	[M-H]-															11.1961	10.5557	7.50498	11.008	8.5528	7.9707	9.66146	6.88742	7.18566	7.98588	9.9929	7.32485	7.55096	6.68583	8.60843	6.94032	10.546	6.83046	11.7239	7.83996	8.33873	5.18303	8.70969	7.69042	4.25492	7.10927	13.2848	10.8131	10.1727	5.8572	9.77387	6.03327
	C45H82O7P1N1			PE(O-40:5)	778.5762	[M-H]-															64.7002	57.4513	43.9998	58.7402	51.6176	47.769	66.0617	36.1296	49.9036	42.3065	60.0963	38.1166	49.2863	31.5006	54.4144	42.3318	64.0452	43.2875	73.9014	51.187	44.7268	26.3225	50.1772	37.7666	22.59	34.09	86.1478	61.346	78.0276	29.1105	51.2844	30.1435
	C45H80O7P1N1			PE(O-40:6)	776.5606	[M-H]-															59.753	47.006	33.9121	50.0397	46.0479	45.3967	65.0502	36.0118	47.8628	33.6193	64.9757	31.7711	40.4832	25.0156	52.912	39.2958	53.5463	34.1801	63.4227	49.4025	39.2548	19.6704	38.5653	30.7207	18.7769	26.7922	71.9038	43.8629	64.6838	21.7192	42.8137	25.6334
	C45H78O7P1N1			PE(O-40:7)	774.5449	[M-H]-															274.114	181.714	106.839	222.234	158.404	164.019	216.771	132.776	218.814	157.432	290.399	139.64	191.235	84.8492	224.529	167.455	178.203	155.026	236.182	215.447	139.23	72.9351	114.037	116.9	61.7969	115.12	189.157	134.24	154.879	84.3754	173.223	110.624
	C45H76O7P1N1			PE(O-40:8)	772.5293	[M-H]-															114.828	59.3406	34.0291	98.6555	63.6198	68.4041	129.384	67.7336	108.25	60.5544	192.185	55.6152	84.0621	29.1991	138.402	78.1904	74.6231	63.3835	95.864	136.59	50.5139	27.615	38.4257	44.7314	16.4444	38.2682	46.7495	30.2664	43.2797	28.8687	69.0492	46.4456
	C45H74O7P1N1			PE(O-40:9)	770.5138	[M-H]-															19.0599	7.74593	4.41611	15.4244	8.04925	9.58327	18.0308	8.86822	17.0104	9.48277	31.8945	9.1205	13.6716	3.60707	25.2567	11.8741	10.6209	9.51662	13.157	21.1254	6.87937	3.71999	4.24658	5.96429	1.61923	4.91832	6.40895	2.82828	5.56346	3.18549	10.6982	6.22033
	C47H88O7P1N1			PE(O-42:4)	808.6235	[M-H]-															0.878962	0.664867	0.638554	1.01753	0.475534	0.509909	1.38143	0.573633	0.163143	0.476089	0.542511	0.622823	0.416525	0.460753	0.554889	0.360163	0.738021	0.358783	1.05541	0.548968	0.843053	0.253938	1.08088	0.526685	0.595742	0.354736	0.83573	0.976967	1.25759	0.0993282	1.23095	0.243117
	C47H86O7P1N1			PE(O-42:5)	806.6076	[M-H]-															4.83657	3.99352	2.67163	4.99755	3.84415	3.1211	6.03595	3.2982	3.47965	2.95487	4.88302	2.95732	3.28537	2.22208	4.3852	2.96168	4.59664	2.60531	5.56897	3.18647	2.67641	0.823535	3.69112	2.54501	1.57014	2.18788	6.62738	5.09446	5.802	1.53344	3.28803	1.92485
	C47H84O7P1N1			PE(O-42:6)	804.5919	[M-H]-															9.66121	6.69168	5.08073	9.21084	5.9593	6.44799	10.943	5.07233	7.12213	6.18441	9.84656	4.94426	6.52068	3.55868	8.33939	5.19266	7.20528	4.9617	9.00183	8.37947	5.02723	2.18622	5.17012	4.7149	2.55048	4.11261	8.50896	6.94318	8.17243	2.60106	7.33889	3.23161
	C47H82O7P1N1			PE(O-42:7)	802.5764	[M-H]-															32.7072	19.8059	11.5518	27.2809	15.5954	17.5455	29.2591	17.2786	26.9689	19.6346	35.8973	16.2601	22.843	9.09477	27.3629	17.1863	19.2952	15.4999	24.916	22.06	15.1279	7.96912	10.9019	13.1317	7.06522	13.6759	20.764	15.5425	16.7908	6.96537	19.4919	12.8365
	C47H80O7P1N1			PE(O-42:8)	800.5607	[M-H]-															6.94744	3.54555	1.67111	5.20844	2.50262	2.82796	6.95812	4.10095	5.64114	3.64267	10.8375	3.32423	4.49041	1.66765	6.77691	3.16648	3.2067	2.48991	4.8713	6.04277	2.30794	1.13703	1.18297	1.40819	0.762943	1.85448	2.67084	1.84564	1.7021	0.714191	3.66437	1.98061
	C19H38O7P1N1			LPE(14:1)	422.2317	[M-H]-															0.58051	0.847423	0.741858	0.669982	0.922254	0.899539	1.16223	1.41382	0.512512	0.583727	0.76619	0.607921	0.754873	0.770506	0.918847	0.913471	1.03323	1.06011	0.443081	0.842256	1.43169	0.538205	1.15419	1.40906	0.270341	0.892823	0.78189	1.05856	0.271624	0.936831	0.786855	0.755962
	C20H42O7P1N1			LPE(15:0)	438.2628	[M-H]-															1.34113	1.61645	0.691792	1.42496	1.18737	0.881712	0.61306	0.613544	0.803905	0.905892	1.16606	1.06587	0.977899	1.11269	0.767674	0.814538	0.916735	1.19146	1.50893	0.733153	1.27206	1.29786	1.36573	1.58486	0.713005	1.2855	1.27735	1.08318	1.3393	1.26636	1.29529	0.736891
	C20H38O7P1N1			LPE(15:2)	434.2315	[M-H]-															1.09375	0.162417	0.700335	2.02457	0.497738	0.540233	0.484843	0.428811	2.34964	0.436583	1.1513	0.17939	0.433492	0.295811	0.675176	0.707636	0.303634	0.22343	0.497154	1.04262	0.579949	0.0508607	0.45328	0.347079	1.12432	2.21073	1.17617	1.32342	1.31955	0.705364	1.60529	0.439165
	C21H44O7P1N1			LPE(16:0)	452.2785	[M-H]-															645.316	648.093	369.045	671.749	466.476	440.6	495.445	393.792	528.111	555.225	468.493	462.058	471.525	409.85	495.185	398.185	425.594	508.08	604.107	415.315	592.071	422.787	513.55	612.708	339.601	458.819	683.203	476.458	525.08	421.645	625.581	417.271
	C21H42O7P1N1			LPE(16:1)	450.2629	[M-H]-															100.632	129.931	107.691	104.009	125.662	128.352	161.774	160.605	75.7355	92.4091	119.864	81.8134	98.3597	120.978	116.151	107.381	154.656	114.118	83.2804	120.076	193.242	126.982	193.007	180.417	76.3765	115.594	135.353	132.405	91.2633	147.763	144.805	112.63
	C22H46O7P1N1			LPE(17:0)	466.2941	[M-H]-															11.2333	11.1141	5.53293	8.71696	7.97678	5.20589	3.96606	4.0125	6.99479	8.38823	8.09515	7.62946	8.28791	7.76491	6.07457	8.00333	4.50835	10.5591	12.9805	5.59547	10.9066	12.9651	10.1257	11.9621	4.33997	7.46266	9.2349	7.83439	7.937	7.97716	9.71388	5.08093
	C23H48O7P1N1			LPE(18:0)	480.3097	[M-H]-															616.25	623.127	337.078	551.485	408.003	350.64	339.732	265.872	516.659	532.106	478.296	447.076	540.641	449.206	429.445	442.342	321.329	575.769	727.646	373.837	554.192	588.279	519.443	608.004	313.146	375.75	591.997	462.284	530.141	413.74	547.624	348.606
	C23H46O7P1N1			LPE(18:1)	478.2941	[M-H]-															381.784	561.909	385.595	326.991	429.423	358.05	349.699	311.981	292.652	347.092	350.294	303.46	379.525	419.848	340.517	356.789	453.739	412.819	542.161	343.567	513.962	489.947	689.785	532.49	237.647	324.001	586.168	491.033	449.072	430.743	489.318	317.471
	C23H44O7P1N1			LPE(18:2)	476.2786	[M-H]-															568.105	561.405	377.75	480.046	370.207	382.859	395.817	419.951	432.571	430.989	471.437	354.966	468.353	435.32	493.406	449.76	500.856	472.583	515.846	461.664	559.03	476.994	533.794	526.116	255.387	476.487	641.36	470.234	383.766	432.643	757.344	393.473
	C23H42O7P1N1			LPE(18:3)	474.263	[M-H]-															9.76408	10.8691	7.36923	11.2791	6.92217	7.23246	10.1458	9.91395	8.33629	7.63698	7.39048	6.78705	7.73504	6.02732	8.03185	6.39557	9.19928	6.64081	7.88408	6.97335	8.19738	5.71029	8.17107	8.55237	6.32007	11.4151	14.8163	11.0667	7.49043	7.02493	15.9369	7.45207
	C24H50O7P1N1			LPE(19:0)	494.3256	[M-H]-															7.96111	7.24067	3.59796	4.40352	4.80228	3.77821	2.66892	3.00846	4.85485	5.29115	6.05051	6.13074	6.48607	5.29928	4.05126	4.57393	3.04521	6.80213	9.51293	4.00487	6.86651	9.62989	7.05394	8.74522	2.79335	4.49393	4.57109	4.56338	5.42778	5.90429	4.96746	3.34133
	C25H52O7P1N1			LPE(20:0)	508.3409	[M-H]-															3.2378	3.07994	1.61277	2.3009	2.1981	2.06618	1.77463	1.29164	2.81354	3.38614	2.55138	3.05232	3.00554	2.50991	2.45284	1.91135	1.46018	2.53751	4.41295	1.98338	2.81624	3.05383	2.63556	3.79497	1.15483	1.63811	2.86417	1.88118	2.58005	2.38384	3.05966	1.52153
	C25H50O7P1N1			LPE(20:1)	506.3252	[M-H]-															29.7703	30.8136	17.4988	21.8053	25.4091	19.6971	13.5552	15.0721	17.8	23.0332	20.2951	22.4258	27.1752	28.4807	16.4053	23.5828	20.2938	33.6909	37.3514	19.6383	24.4286	30.6107	31.0788	31.6418	10.8531	19.0665	28.9498	23.6489	25.5043	30.4368	32.405	18.5502
	C25H48O7P1N1			LPE(20:2)	504.3101	[M-H]-															10.0222	9.07437	6.24161	7.15937	9.61903	6.60929	4.70006	5.585	6.48977	7.23514	7.33804	7.12868	8.9151	9.14122	5.47805	8.55048	7.16449	10.7922	11.4874	6.69549	8.18517	11.029	10.8442	10.1796	3.83492	6.38388	7.70679	7.21856	8.80377	8.92103	9.48089	6.51844
	C25H46O7P1N1			LPE(20:3)	502.2943	[M-H]-															51.7327	41.1004	28.1331	39.9215	32.1246	31.1855	38.2193	38.4192	38.4264	34.91	50.7768	27.2659	39.4976	32.862	48.6103	42.243	39.423	38.4939	44.4389	49.5253	47.2697	34.0782	40.403	42.3531	19.2221	30.6056	43.2237	29.8165	29.6402	28.2278	57.5589	34.6618
	C25H44O7P1N1			LPE(20:4)	500.2789	[M-H]-															818.983	585.548	378.861	759.928	438.094	417.669	529.014	449.306	651.889	552.067	767.45	395.343	682.94	442.847	710.114	645.401	598.503	576.655	720.258	743.234	592.013	439.717	469.572	506.09	238.331	416.619	578.356	389.451	523.887	317.716	870.727	455.617
	C25H42O7P1N1			LPE(20:5)	498.2632	[M-H]-															20.7433	13.2522	8.32865	8.65971	10.2571	11.1433	14.3962	14.9635	16.8087	14.2252	16.5495	8.54478	13.9875	8.07928	18.0755	12.9322	15.1671	10.6728	12.0251	18.4687	12.1065	6.31166	7.45102	8.59899	3.22788	4.89404	12.9732	4.74613	6.25563	5.44044	22.0293	11.9631
	C27H56O7P1N1			LPE(22:0)	536.3725	[M-H]-															1.08971	0.787836	0.566257	0.850736	0.616793	0.526063	0.500844	0.204643	0.706389	0.639843	0.688802	0.911645	0.921897	0.285655	0.545453	0.480294	0.310869	0.792377	1.43294	0.376135	0.606589	0.620516	0.636467	0.821755	0.151923	0.448194	0.687824	0.660031	0.474273	0.405669	0.635216	0.382664
	C27H54O7P1N1			LPE(22:1)	534.3567	[M-H]-															2.03572	2.23551	1.2901	1.43459	2.20839	1.63235	1.01581	1.23492	1.35551	1.99141	1.64413	1.67782	2.06589	1.99311	1.24309	1.58203	1.86642	1.93578	3.66511	1.16156	1.64462	1.8138	2.29187	2.0689	0.811151	1.20261	2.34699	1.99263	2.34214	1.6093	1.97834	1.28222
	C27H52O7P1N1			LPE(22:2)	532.341	[M-H]-															0.431121	0.433968	0.587554	0.332154	0.592708	0.455014	0.342862	0.284572	0.302745	0.298227	0.582978	0.3169	0.541647	0.491786	0.591106	0.614631	0.52797	0.595926	0.802159	0.256066	0.440077	0.26399	0.580441	0.609245	0.26227	0.30394	0.759475	0.42832	0.563296	0.281196	0.474631	0.314916
	C27H50O7P1N1			LPE(22:3)	530.3253	[M-H]-															1.2477	0.779825	0.772902	1.16883	0.750355	1.10695	0.356942	0.919384	0.760591	0.629128	1.18546	0.799535	0.961576	1.09623	0.835966	0.92766	1.2427	1.0112	1.31696	1.05914	1.09247	0.719326	1.11944	0.890692	0.547321	0.438899	1.00092	1.12215	1.54448	0.675708	0.857279	0.675303
	C27H48O7P1N1			LPE(22:4)	528.3097	[M-H]-															48.0962	36.6286	28.8571	43.8396	33.7318	37.3075	26.5872	34.1645	36.4763	33.6245	42.3782	29.9286	39.2059	29.4136	38.2547	39.1446	43.8022	30.6837	48.5069	45.4943	33.6198	20.6098	32.0633	32.0413	17.8777	24.5905	39.3821	33.9887	53.4416	22.2456	43.6205	29.9484
	C27H46O7P1N1			LPE(22:5)	526.294	[M-H]-															114.834	64.45	45.2566	143.02	63.3039	70.8013	101.055	74.5655	90.2724	71.8332	122.84	57.2939	78.5923	44.2371	110.799	72.523	72.2419	63.5384	92.295	112.542	67.7191	33.6401	48.5525	58.3385	37.62	69.5366	65.9665	62.2245	79.5224	32.6113	100.758	62.7258
	C27H44O7P1N1			LPE(22:6)	524.2785	[M-H]-															695.374	416.707	236.022	662.441	340.322	345.789	653.948	388.937	620.169	453.618	879.585	340.783	545.075	250.299	783.163	480.762	400.814	450.201	626.965	679.587	365.775	209.902	270.987	335.5	149.343	299.056	348.967	232.895	325.308	177.804	602.188	342.571
	C29H60O7P1N1			LPE(24:0)	564.4039	[M-H]-															0.703895	0.675238	0.354369	0.520433	0.696	0.410881	0.53823	0.220964	0.180268	0.363418	0.798357	0.620977	0.653667	0.56308	0.432426	0.527988	0.276046	0.640269	0.990921	0.346735	0.417431	0.562104	0.491982	0.827656	0.16495	0.246549	0.607176	0.511322	0.486887	0.236274	0.561874	0.299803
	C29H52O7P1N1			LPE(24:4)	556.3411	[M-H]-															1.04993	0.662515	0.904404	0.834142	1.0461	0.970874	0.513856	0.640446	0.702748	0.855112	0.832642	0.577678	0.92935	0.912811	0.570314	0.657576	1.26654	0.731095	1.20509	1.18329	0.558201	0.373747	0.531137	0.812294	0.224923	0.344996	1.2516	0.94798	2.22926	0.505402	0.799469	0.636938
	C19H40O6P1N1			LPE(O-14:1)	408.2522	[M-H]-															1.71845	1.08783	0.892934	1.78753	1.28631	0.857227	0.942548	0.851429	1.46053	1.08622	2.53534	1.04586	1.45396	0.460539	1.84482	1.54526	0.649771	1.63028	1.89061	1.69284	0.656665	0.518583	1.01053	1.06282	0.395881	1.00835	0.852925	0.78373	0.659013	0.516847	1.23065	0.969289
	C20H42O6P1N1			LPE(O-15:1)	422.268	[M-H]-															1.85699	0.800926	0.855838	1.24945	0.799348	0.542391	0.998328	0.688702	1.16433	1.52701	1.76633	1.04403	1.27534	0.770926	1.41698	1.12466	0.533028	1.40619	1.68004	1.3429	0.585285	0.561011	0.782989	1.0118	0.463443	0.965765	0.61885	0.483371	0.554491	0.152866	1.02157	0.817118
	C21H46O6P1N1			LPE(O-16:0)	438.2992	[M-H]-															2.77617	2.28976	1.54985	2.5962	1.69638	1.86834	1.58004	1.21847	1.79728	1.95608	2.09832	1.96375	2.02209	1.94713	1.62833	1.77637	1.48945	2.04549	2.96887	1.43977	2.36913	2.28481	1.84633	2.71818	1.20658	1.55003	2.60036	2.36764	2.00838	2.17041	2.70563	1.46032
	C21H44O6P1N1			LPE(O-16:1)	436.2835	[M-H]-															300.297	194.733	114.943	219.447	174.589	155.314	175.963	113.153	214.402	218.034	265.573	207.942	235.074	114.178	249.945	168.937	138.017	222.968	300.377	229.523	167.01	119.597	143.544	183.827	73.3512	143.8	147.421	131.238	140.61	94.1714	210.157	163.31
	C21H42O6P1N1			LPE(O-16:2)	434.2678	[M-H]-															2.07718	1.52388	0.951476	1.59108	1.39752	0.843521	1.67754	1.0642	1.06833	1.61059	2.33941	1.48156	1.5204	0.757281	2.11365	1.16222	0.932909	1.3932	1.80869	1.61215	0.903522	0.729207	0.94245	0.895527	0.303139	1.10762	0.893222	0.662611	0.592902	0.378572	1.41621	0.694353
